epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,562.221,1.21353,0.51434,0.00385,0.99022,0.95247,0.98765,0.68008,1.09349,0.34988,0.00948,0.0011684,0.0011684,0.0011684
23,587.551,1.17247,0.49359,0.00377,0.99028,0.95784,0.98937,0.71225,1.01413,0.33232,0.00851,0.0011288,0.0011288,0.0011288
24,611.867,1.1738,0.49613,0.00371,0.98347,0.96552,0.98699,0.70067,1.05397,0.3717,0.00913,0.0010892,0.0010892,0.0010892
25,637.209,1.18186,0.47845,0.00382,0.98257,0.95298,0.98862,0.69092,1.06381,0.37689,0.00924,0.0010496,0.0010496,0.0010496
26,663.063,1.15129,0.48871,0.00372,0.97462,0.963,0.98985,0.68339,1.11675,0.347,0.00912,0.00101,0.00101,0.00101
27,689.5,1.15193,0.48369,0.00371,0.99028,0.95788,0.98646,0.6856,1.08054,0.38734,0.00959,0.0009704,0.0009704,0.0009704
28,714.153,1.13544,0.47572,0.00369,0.98703,0.95439,0.98941,0.70591,1.02227,0.39259,0.00811,0.0009308,0.0009308,0.0009308
29,739.728,1.13637,0.46187,0.0036,0.98252,0.95611,0.99084,0.69468,1.06887,0.38178,0.0097,0.0008912,0.0008912,0.0008912
30,765.288,1.13108,0.45441,0.0036,0.99026,0.95616,0.99191,0.69737,1.08103,0.38382,0.00998,0.0008516,0.0008516,0.0008516
31,790.268,1.09129,0.45577,0.00341,0.98422,0.97743,0.99051,0.69791,1.02655,0.34399,0.00905,0.000812,0.000812,0.000812
32,816.006,1.11717,0.45925,0.00354,0.9708,0.94044,0.98345,0.71211,1.01346,0.39355,0.00886,0.0007724,0.0007724,0.0007724
33,841.247,1.10033,0.4452,0.00348,0.97184,0.97357,0.9889,0.71814,0.99704,0.31494,0.00822,0.0007328,0.0007328,0.0007328
34,866.097,1.09899,0.447,0.00347,0.99017,0.9373,0.98539,0.69856,1.03751,0.38096,0.00873,0.0006932,0.0006932,0.0006932
35,891.922,1.08419,0.42564,0.00343,0.97802,0.96865,0.98978,0.71896,0.96898,0.33475,0.00792,0.0006536,0.0006536,0.0006536
36,917.203,1.06675,0.4235,0.00341,0.99031,0.96136,0.98994,0.71725,1.00186,0.34497,0.00863,0.000614,0.000614,0.000614
37,942.924,1.05689,0.42141,0.00333,0.98133,0.94984,0.98801,0.70833,1.01223,0.3339,0.00843,0.0005744,0.0005744,0.0005744
38,968.502,1.06073,0.42599,0.00337,0.98396,0.96141,0.9892,0.71281,1.01793,0.35656,0.00909,0.0005348,0.0005348,0.0005348
39,994.13,1.05556,0.40277,0.00332,0.98546,0.96552,0.99084,0.72734,0.98599,0.3141,0.00793,0.0004952,0.0004952,0.0004952
40,1019.82,1.04682,0.40811,0.00327,0.98285,0.97179,0.99057,0.74197,0.93129,0.31242,0.00784,0.0004556,0.0004556,0.0004556
41,1046.75,1.01175,0.34094,0.00359,0.98391,0.96865,0.98693,0.73291,0.96061,0.31537,0.00809,0.000416,0.000416,0.000416
42,1071.65,1.00496,0.32657,0.00356,0.99276,0.96865,0.99139,0.7321,0.96632,0.32609,0.00798,0.0003764,0.0003764,0.0003764
43,1097.17,0.97718,0.32007,0.00347,0.99004,0.97179,0.99051,0.72999,0.95591,0.32559,0.00808,0.0003368,0.0003368,0.0003368
44,1123.81,0.96865,0.31516,0.00343,0.99339,0.95925,0.98719,0.72314,0.96254,0.33325,0.0078,0.0002972,0.0002972,0.0002972
45,1149.2,0.96638,0.30752,0.00337,0.98254,0.96238,0.98862,0.73347,0.94167,0.33137,0.00805,0.0002576,0.0002576,0.0002576
46,1174.8,0.96817,0.31219,0.00338,0.9778,0.96634,0.99032,0.73245,0.94088,0.33472,0.00786,0.000218,0.000218,0.000218
47,1201.39,0.94229,0.30393,0.00331,0.98095,0.96855,0.9886,0.72437,0.95745,0.3114,0.0083,0.0001784,0.0001784,0.0001784
48,1227.02,0.9524,0.29926,0.00333,0.98706,0.95671,0.9874,0.72249,0.93947,0.30201,0.00794,0.0001388,0.0001388,0.0001388
49,1252.38,0.93109,0.29894,0.00323,0.97496,0.97635,0.98813,0.73709,0.92337,0.29844,0.00781,9.92e-05,9.92e-05,9.92e-05
50,1277.66,0.93069,0.29668,0.00324,0.97561,0.97492,0.98829,0.73643,0.92571,0.30236,0.00773,5.96e-05,5.96e-05,5.96e-05
